Address,Street Name,Zip Code,City,Canton,Country,Latitude,Longitude,Rating,Number of Ratings,Place Name,Place ID,Sunday_Open,Monday_Open,Tuesday_Open,Wednesday_Open,Thursday_Open,Friday_Open,Saturday_Open,Sunday_Close,Monday_Close,Tuesday_Close,Wednesday_Close,Thursday_Close,Friday_Close,Saturday_Close,Brand,Unnamed: 0,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday,Mapped Canton
"Schrofenstrasse 18, 8580 Amriswil, Switzerland",Schrofenstrasse 18,8580,Amriswil,Thurgau,Switzerland,47.5478658,9.2758073,4.2,438.0,ALDI SUISSE,ChIJbRUg51L7mkcRFQytB0ihsSw,,730.0,730.0,730.0,730.0,730.0,730.0,,2000.0,2000.0,2000.0,2000.0,2000.0,2000.0,ALDI,,,,,,,,,
"Tägerwilerstrasse 2, + 4, 8280 Kreuzlingen, Switzerland",Tägerwilerstrasse 2,8280,Kreuzlingen,Zürich,Switzerland,47.65545379999999,9.1638434,4.3,547.0,ALDI SUISSE,ChIJyzr7aef2mkcRK26fL8HgqeE,,730.0,730.0,730.0,730.0,730.0,730.0,,2000.0,2000.0,2000.0,2000.0,2000.0,2000.0,ALDI,,,,,,,,,
"Wilerstrasse 98, 8370 Sirnach, Switzerland",Wilerstrasse 98,8370,Sirnach,Zürich,Switzerland,47.46255199999999,9.0207656,4.2,633.0,ALDI SUISSE,ChIJa3h7m6TrmkcRm7qVKfpOEsw,,730.0,730.0,730.0,730.0,730.0,730.0,,2000.0,2000.0,2000.0,2000.0,2000.0,2000.0,ALDI,,,,,,,,,
"Weststrasse 22, 8570 Weinfelden, Switzerland",Weststrasse 22,8570,Weinfelden,Thurgau,Switzerland,47.5684607,9.0956979,4.2,480.0,ALDI SUISSE,ChIJexDCX_jxmkcRaZUCRwUzh7Q,,730.0,730.0,730.0,730.0,730.0,730.0,,2000.0,2000.0,2000.0,2000.0,2000.0,2000.0,ALDI,,,,,,,,,
"Zürcherstrasse 381, 8500 Frauenfeld, Switzerland",Zürcherstrasse 381,8500,Frauenfeld,Thurgau,Switzerland,47.570623,8.9214721,4.2,523.0,ALDI SUISSE,ChIJFajXTAuSmkcRp0NYAxRAE7M,,730.0,730.0,730.0,730.0,730.0,730.0,,2000.0,2000.0,2000.0,2000.0,2000.0,2000.0,ALDI,,,,,,,,,
"Sittertalstrasse 16, 8589 Bischofszell, Switzerland",Sittertalstrasse 16,8589,Bischofszell,Thurgau,Switzerland,47.4993501,9.2409951,4.2,471.0,ALDI,ChIJtaB6NEPkmkcRS1-EzHCauqw,,730.0,730.0,730.0,730.0,730.0,730.0,,2000.0,2000.0,2000.0,2000.0,2000.0,2000.0,ALDI,,,,,,,,,
"Lengwilerstrasse 2, 8280 Kreuzlingen, Switzerland",Lengwilerstrasse 2,8280,Kreuzlingen,Zürich,Switzerland,47.6389228,9.2043049,4.3,374.0,ALDI SUISSE,ChIJL7_0zFH3mkcR4YB7ohLgou0,,730.0,730.0,730.0,730.0,730.0,730.0,,2000.0,2000.0,2000.0,2000.0,2000.0,2000.0,ALDI,,,,,,,,,
"Wespenstrasse 16, 8500 Frauenfeld, Switzerland",Wespenstrasse 16,8500,Frauenfeld,Thurgau,Switzerland,47.5636579,8.8797648,4.2,489.0,ALDI SUISSE,ChIJq7ere-6RmkcR8E_vD4lqztQ,,730.0,730.0,730.0,730.0,730.0,730.0,,2000.0,2000.0,2000.0,2000.0,2000.0,2000.0,ALDI,,,,,,,,,
"Wittenwilerstrasse 45, 8355 Aadorf, Switzerland",Wittenwilerstrasse 45,8355,Aadorf,Zürich,Switzerland,47.498657,8.9056916,4.3,529.0,ALDI SUISSE,ChIJacnLNoqTmkcRQuihoBwBAFE,,730.0,730.0,730.0,730.0,730.0,730.0,,2000.0,2000.0,2000.0,2000.0,2000.0,2000.0,ALDI,,,,,,,,,
"Herbergstrasse 26, 9524 Zuzwil, Switzerland",Herbergstrasse 26,9524,Zuzwil,St. Gallen,Switzerland,47.47009130000001,9.110127300000002,4.5,111.0,ALDI SUISSE,ChIJxbFnzv3pmkcRfwQ-G1pCvLk,,730.0,730.0,730.0,730.0,730.0,730.0,,1900.0,1900.0,1900.0,1900.0,2000.0,1700.0,ALDI,,,,,,,,,
"Rütistrasse 1, 9320 Arbon, Switzerland",Rütistrasse 1,9320,Arbon,Zürich,Switzerland,47.52099399999999,9.4179636,4.1,680.0,ALDI SUISSE,ChIJuzLrECQdm0cRwKd0sZc5ia4,,730.0,730.0,730.0,730.0,730.0,730.0,,2000.0,2000.0,2000.0,2000.0,2000.0,2000.0,ALDI,,,,,,,,,
"Breitestrasse 5, 9532 Rickenbach, Switzerland",Breitestrasse 5,9532,Rickenbach,Thurgau,Switzerland,47.4460506,9.0525323,4.4,381.0,ALDI SUISSE,ChIJX8KD8BbrmkcRfeFbQC3Tn-8,,730.0,730.0,730.0,730.0,730.0,730.0,,2000.0,2000.0,2000.0,2000.0,2000.0,2000.0,ALDI,,,,,,,,,
"Grossacker 2, 9244 Niederuzwil, Switzerland",Grossacker 2,9244,Niederuzwil,Zürich,Switzerland,47.4445762,9.1474513,4.3,525.0,ALDI SUISSE,ChIJ0WY9jYPomkcR22pIl6LY8Vo,,730.0,730.0,730.0,730.0,730.0,730.0,,1900.0,1900.0,1900.0,1900.0,2000.0,1700.0,ALDI,,,,,,,,,
"Sonnenstrasse 9, 8590 Romanshorn, Switzerland",Sonnenstrasse 9,8590,Romanshorn,Thurgau,Switzerland,47.5707311,9.365108200000002,4.3,418.0,ALDI SUISSE,ChIJdzb7Dw39mkcRdNO3-67oc0Y,,730.0,730.0,730.0,730.0,730.0,730.0,,2000.0,2000.0,2000.0,2000.0,2000.0,2000.0,ALDI,,,,,,,,,
"St. Gallerstrasse 43, 9400 Rorschach, Switzerland",St. Gallerstrasse 43,9400,Rorschach,Zürich,Switzerland,47.47809830000001,9.482156,4.4,291.0,ALDI SUISSE,ChIJz1fVslsbm0cRjJUx0qtmRIw,,730.0,730.0,730.0,730.0,730.0,730.0,,1900.0,1900.0,1900.0,1900.0,2000.0,1700.0,ALDI,,,,,,,,,
"Wilerstrasse 50, 9602 Bazenheid, Switzerland",Wilerstrasse 50,9602,Bazenheid,St. Gallen,Switzerland,47.4165924,9.0654694,4.3,385.0,ALDI SUISSE,ChIJWZ5x6ejpmkcR3ynz-yRYNj8,,730.0,730.0,730.0,730.0,730.0,730.0,,1900.0,1900.0,1900.0,1900.0,1900.0,1700.0,ALDI,,,,,,,,,
"Niederstettenstrasse 23, 9536 Jonschwil, Switzerland",Niederstettenstrasse 23,9536,Jonschwil,St. Gallen,Switzerland,47.448482,9.06937,3.9,264.0,ALDI Schwarzenbach,ChIJj7GGq8LrmkcRpba3-AG1vJU,,800.0,800.0,800.0,800.0,800.0,800.0,,1900.0,1900.0,1900.0,1900.0,1900.0,1700.0,ALDI,,,,,,,,,
"Guggenbühlstrasse 6, 8404 Winterthur, Switzerland",Guggenbühlstrasse 6,8404,Winterthur,Zürich,Switzerland,47.5109491,8.759488,4.1,71.0,ALDI SUISSE,ChIJe91O40SbmkcRYtiwjF2JDHg,,730.0,730.0,730.0,730.0,730.0,730.0,,2000.0,2000.0,2000.0,2000.0,2000.0,2000.0,ALDI,,,,,,,,,
"Tösstalstrasse 11, 8488 Turbenthal, Switzerland",Tösstalstrasse 11,8488,Turbenthal,Zürich,Switzerland,47.4416895,8.8339348,4.2,536.0,ALDI SUISSE,ChIJ_ckoFBWWmkcRjquChExmE7o,,730.0,730.0,730.0,730.0,730.0,730.0,,2000.0,2000.0,2000.0,2000.0,2000.0,2000.0,ALDI,,,,,,,,,
"Gennersbrunnerstraße 63, 8207 Schaffhausen, Switzerland",Gennersbrunnerstraße 63,8207,Schaffhausen,Schaffhausen,Switzerland,47.7162829,8.664720299999999,4.2,462.0,ALDI SUISSE,ChIJScYvgjOAmkcRpd7uZvw8lhU,,730.0,730.0,730.0,730.0,730.0,730.0,,2000.0,2000.0,2000.0,2000.0,2000.0,1800.0,ALDI,,,,,,,,,
"Ital. Str. 2A, 7430 Thusis, Switzerland",Ital. Str. 2A,7430,Thusis,Graubünden,Switzerland,46.7105701,9.4372892,4.3,440.0,ALDI SUISSE,ChIJ3Uf2m03qhEcRySjO8iXJox0,,730.0,730.0,730.0,730.0,730.0,800.0,,2000.0,2000.0,2000.0,2000.0,2000.0,1700.0,ALDI,,,,,,,,,
"Kasernenstrasse 53, 7000 Chur, Switzerland",Kasernenstrasse 53,7000,Chur,Graubünden,Switzerland,46.8467243,9.5218752,4.2,530.0,ALDI SUISSE,ChIJrQWxXm3HhEcR19aEHEs5fLI,,730.0,730.0,730.0,730.0,730.0,730.0,,2000.0,2000.0,2000.0,2000.0,2000.0,1800.0,ALDI,,,,,,,,,
"Grüneck 2, 7130 Ilanz, Switzerland",Grüneck 2,7130,Ilanz,Graubünden,Switzerland,46.7753093,9.1911968,4.2,323.0,ALDI,ChIJfdrbuC_ehEcRAYFl2e3dEfI,,730.0,730.0,730.0,730.0,730.0,730.0,,1930.0,1930.0,1930.0,1930.0,1930.0,1700.0,ALDI,,,,,,,,,
"Schulstrasse 82, 7302 Landquart, Switzerland",Schulstrasse 82,7302,Landquart,Graubünden,Switzerland,46.95596309999999,9.5638982,4.2,517.0,ALDI SUISSE,ChIJDanqSunJhEcRiqBNcx2wkbg,,730.0,730.0,730.0,730.0,730.0,730.0,,2000.0,2000.0,2000.0,2000.0,2000.0,2000.0,ALDI,,,,,,,,,
"Rheinfelsstrasse 4, 7000 Chur, Switzerland",Rheinfelsstrasse 4,7000,Chur,Graubünden,Switzerland,46.8519406,9.512665799999995,4.2,490.0,ALDI SUISSE,ChIJX3RYUVWhhEcRM-hm_XqZxAY,,730.0,730.0,730.0,730.0,730.0,730.0,,2000.0,2000.0,2000.0,2000.0,2000.0,1800.0,ALDI,,,,,,,,,
"Cho d'Punt 43, 7503 Samedan, Switzerland",Cho d'Punt 43,7503,Samedan,Graubünden,Switzerland,46.5291829,9.874726599999995,4.2,632.0,ALDI SUISSE,ChIJRVTm_R19g0cR69MZhar8yuQ,,730.0,730.0,730.0,730.0,730.0,730.0,,2000.0,2000.0,2000.0,2000.0,2000.0,2000.0,ALDI,,,,,,,,,
"Bahnhofstrasse 4A, 7270 Davos, Switzerland",Bahnhofstrasse 4A,7270,Davos,Graubünden,Switzerland,46.7921445,9.819453199999998,4.2,407.0,ALDI SUISSE,ChIJX3RYUVWhhEcRNu99gQzrrVI,,730.0,730.0,730.0,730.0,730.0,730.0,,2000.0,2000.0,2000.0,2000.0,2000.0,2000.0,ALDI,,,,,,,,,
"Bahnweg S 1, 9475 Sevelen, Switzerland",Bahnweg S 1,9475,Sevelen,Zürich,Switzerland,47.124572,9.4970595,4.2,447.0,ALDI SUISSE,ChIJcRqyH9Izm0cRyYM6CL2WYVM,,730.0,730.0,730.0,730.0,730.0,730.0,,1900.0,1900.0,1900.0,1900.0,2000.0,1700.0,ALDI,,,,,,,,,
"Via S. Bernardino 18, 6532 Arbedo-Castione, Switzerland",Via S. Bernardino 18,6532,Arbedo-Castione,Ticino,Switzerland,46.2228505,9.0512907,4.2,518.0,ALDI,ChIJRdoFk-JLhEcRZnOxNaK6RUI,,730.0,730.0,730.0,730.0,730.0,730.0,,1900.0,1900.0,1900.0,2100.0,1900.0,1830.0,ALDI,,,,,,,,,
"Lochrietstrasse 18, 8890 Flums, Switzerland",Lochrietstrasse 18,8890,Flums,Zürich,Switzerland,47.0976989,9.3527744,4.2,370.0,ALDI,ChIJtXyO4I0sm0cRW85M7p2BTzc,,730.0,730.0,730.0,730.0,730.0,730.0,,2000.0,2000.0,2000.0,2000.0,2000.0,2000.0,ALDI,,,,,,,,,
"Churerstrasse 12, 9470 Buchs, Switzerland",Churerstrasse 12,9470,Buchs,Zürich,Switzerland,47.1635996,9.47336,4.5,295.0,ALDI SUISSE,ChIJA0H25oYxm0cRJg-eA2JSODA,,730.0,730.0,730.0,730.0,730.0,730.0,,1900.0,1900.0,2000.0,1900.0,2000.0,1700.0,ALDI,,,,,,,,,
"Via Bellinzona 46, 6710 Biasca, Switzerland",Via Bellinzona 46,6710,Biasca,Ticino,Switzerland,46.3493611,8.974291599999999,4.2,419.0,ALDI,ChIJLTW8WCKthUcR5uzEedDYrQ8,,730.0,730.0,730.0,730.0,730.0,730.0,,1900.0,1900.0,1900.0,2100.0,1900.0,1830.0,ALDI,,,,,,,,,
"Via Monte Ceneri 24, 6512 Giubiasco, Switzerland",Via Monte Ceneri 24,6512,Giubiasco,Ticino,Switzerland,46.1676,9.0003,4.1,673.0,ALDI,ChIJ8_EJR3JKhEcRcHAg5Utvnnw,,730.0,730.0,730.0,730.0,730.0,730.0,,1900.0,1900.0,1900.0,2100.0,1900.0,1830.0,ALDI,,,,,,,,,
"Via Monte Ceneri 6, 6572 Quartino, Switzerland",Via Monte Ceneri 6,6572,Quartino,Ticino,Switzerland,46.1529224,8.9138679,4.3,791.0,ALDI SUISSE,ChIJcWpOpn7KhUcRZdXng2t-aak,,730.0,730.0,730.0,730.0,730.0,730.0,,1900.0,1900.0,1900.0,2100.0,1900.0,1830.0,ALDI,,,,,,,,,
"Schweizerhofstrasse 14, 8750 Glarus, Switzerland",Schweizerhofstrasse 14,8750,Glarus,Zürich,Switzerland,47.041402,9.070478,4.5,115.0,ALDI SUISSE,ChIJD5CmTrYthUcRv2294I-foHE,,730.0,730.0,730.0,730.0,730.0,730.0,,2000.0,2000.0,2000.0,2000.0,2000.0,2000.0,ALDI,,,,,,,,,
"Via Cantonale 4, 6805 Mezzovico-Vira, Switzerland",Via Cantonale 4,6805,Mezzovico-Vira,Ticino,Switzerland,46.0898082,8.921504400000003,4.1,523.0,ALDI SUISSE,ChIJ_RHM4ag0hEcRp3M2ossoAos,,730.0,730.0,730.0,730.0,730.0,730.0,,1900.0,1900.0,1900.0,2100.0,1900.0,1830.0,ALDI,,,,,,,,,
"Hertensteinstrasse 50, 6004 Luzern, Switzerland",Hertensteinstrasse 50,6004,Luzern,Luzern,Switzerland,47.0541391,8.307682999999999,4.4,385.0,ALDI SUISSE,ChIJEx8FZqD7j0cR_Y8dlArfrUY,,800.0,800.0,800.0,800.0,800.0,800.0,,1900.0,1900.0,1900.0,2000.0,1900.0,1700.0,ALDI,,,,,,,,,
"Sentipark, Bruchstrasse 2/Haus D, 6003 Luzern, Switzerland",Sentipark,6003,Luzern,Luzern,Switzerland,47.0516312,8.2987144,4.2,618.0,ALDI SUISSE,ChIJ_____wz7j0cRITgSz9uVZvk,,730.0,730.0,730.0,730.0,730.0,730.0,,1900.0,1900.0,1900.0,2100.0,1900.0,1700.0,ALDI,,,,,,,,,
"Schönbühl, Langensandstrasse 23, 6005 Luzern, Switzerland",Schönbühl,6005,Luzern,Luzern,Switzerland,47.037326,8.328406000000001,4.3,217.0,ALDI SUISSE,ChIJm5HiNs_7j0cRRKErszEvvGw,,830.0,830.0,830.0,800.0,830.0,700.0,,1900.0,1900.0,1900.0,1900.0,2000.0,1700.0,ALDI,,,,,,,,,
"Seetalstrasse 11, 6020 Emmen, Switzerland",Seetalstrasse 11,6020,Emmen,Luzern,Switzerland,47.07084539999999,8.2841731,4.2,498.0,ALDI SUISSE,ChIJFRdpA2D7j0cRS6Rj37dJfAo,,730.0,730.0,730.0,730.0,730.0,730.0,,1900.0,1900.0,1900.0,1900.0,2100.0,1700.0,ALDI,,,,,,,,,
"SchappeCenter, Hobacherweg 2, 6010 Kriens, Switzerland",SchappeCenter,6010,Kriens,Luzern,Switzerland,47.03432979999999,8.2730967,4.2,237.0,ALDI,ChIJQfFCJyD7j0cRFmYETaidcuE,,800.0,800.0,800.0,800.0,800.0,730.0,,1900.0,1900.0,1900.0,1900.0,2000.0,1700.0,ALDI,,,,,,,,,
"Ringcenter, Ringstrasse 27, 6010 Kriens, Switzerland",Ringcenter,6010,Kriens,Luzern,Switzerland,47.0244135,8.294656999999997,4.2,697.0,ALDI SUISSE,ChIJR2WNL1b6j0cRi2yOR3c0cLY,,730.0,730.0,730.0,730.0,730.0,730.0,,1900.0,1900.0,1900.0,1900.0,2100.0,1700.0,ALDI,,,,,,,,,
"Pilatusstrasse 18, 6036 Dierikon, Switzerland",Pilatusstrasse 18,6036,Dierikon,Luzern,Switzerland,47.0936703,8.3621615,4.1,376.0,ALDI SUISSE,ChIJvxilVp3-j0cR55LkkJjRFY0,,730.0,730.0,730.0,730.0,730.0,730.0,,1900.0,1900.0,1900.0,1900.0,2100.0,1700.0,ALDI,,,,,,,,,
"Eigerstrasse 82, 3007 Bern, Switzerland",Eigerstrasse 82,3007,Bern,Bern,Switzerland,46.9395682,7.440432800000001,4.1,636.0,ALDI,ChIJxblQ6Mk5jkcRQErVUvlSFII,,800.0,800.0,800.0,800.0,800.0,800.0,,2000.0,2000.0,2000.0,2000.0,2000.0,1700.0,ALDI,,,,,,,,,
"Spitalgasse 34, 3011 Bern, Switzerland",Spitalgasse 34,3011,Bern,Bern,Switzerland,46.9481474,7.441864799999999,4.3,145.0,ALDI SUISSE,ChIJmZmwARg5jkcRFrmX-gI6lZ8,,800.0,800.0,800.0,800.0,800.0,730.0,,2000.0,2000.0,2000.0,2000.0,2000.0,1800.0,ALDI,,,,,,,,,
"Murtenstrasse 143, 3008 Bern, Switzerland",Murtenstrasse 143,3008,Bern,Bern,Switzerland,46.9491349,7.4090227,4.1,731.0,ALDI SUISSE Bern,ChIJG9HfYQ45jkcRJNRN6eG4CcY,,800.0,800.0,800.0,800.0,800.0,800.0,,2000.0,2000.0,2000.0,2000.0,2000.0,1700.0,ALDI,,,,,,,,,
"Kornhauspl. 7, 3011 Bern, Switzerland",Kornhauspl. 7,3011,Bern,Bern,Switzerland,46.94842159999999,7.4478334,4.3,90.0,ALDI SUISSE,ChIJCY0Wk-85jkcR2wD9iNGO4f8,,800.0,800.0,800.0,800.0,800.0,730.0,,2000.0,2000.0,2000.0,2000.0,2000.0,1800.0,ALDI,,,,,,,,,
"Seftigenstrasse 310, 3084 Wabern bei Bern, Switzerland",Seftigenstrasse 310,3084,Wabern,Bern,Switzerland,46.9262226,7.454987200000001,4.1,381.0,ALDI SUISSE,ChIJC9fLOyk4jkcR53HRID7yHRg,,800.0,800.0,800.0,800.0,800.0,800.0,,2000.0,2000.0,2000.0,2000.0,2000.0,1700.0,ALDI,,,,,,,,,
"Stapfenstrasse 4, 3098 Köniz, Switzerland",Stapfenstrasse 4,3098,Köniz,Bern,Switzerland,46.9226841,7.414845,4.2,113.0,ALDI SUISSE,ChIJU8bSzKU5jkcR3_0s-hUYlDs,,800.0,800.0,800.0,800.0,800.0,800.0,,2000.0,2000.0,2000.0,2000.0,2000.0,1700.0,ALDI,,,,,,,,,
"Milchstrasse 2/8, 3072 Ostermundigen, Switzerland",Milchstrasse 2/8,3072,Ostermundigen,Bern,Switzerland,46.9632726,7.481859899999999,4.1,763.0,ALDI SUISSE,ChIJEYYpak43jkcRFiSTwytU5Bw,,800.0,800.0,800.0,800.0,800.0,800.0,,2000.0,2000.0,2000.0,2000.0,2000.0,1700.0,ALDI,,,,,,,,,
"Talgut-Zentrum 19, 3063 Ittigen, Switzerland",Talgut-Zentrum 19,3063,Ittigen,Bern,Switzerland,46.97417009999999,7.481685799999998,4.2,226.0,ALDI SUISSE,ChIJ1Yn4za0wjkcRIT6zzppuxq8,,800.0,800.0,800.0,800.0,800.0,800.0,,1900.0,1900.0,1900.0,1900.0,2000.0,1700.0,ALDI,,,,,,,,,
"Rte Cantonale 24, 1964 Conthey, Switzerland",Rte Cantonale 24,1964,Conthey,Valais,Switzerland,46.2238365,7.3065477,4.0,743.0,ALDI SUISSE Conthey,ChIJNcB7n5TcjkcRsF-9k2WU3gU,,730.0,730.0,730.0,730.0,730.0,730.0,,1700.0,1830.0,1830.0,1830.0,2100.0,1700.0,ALDI,,,,,,,,,
"Av. de Fully 41, 1920 Martigny, Switzerland",Av. de Fully 41,1920,Martigny,Valais,Switzerland,46.1091992,7.0761873,4.1,791.0,ALDI SUISSE,ChIJt4DJDS7IjkcRHhPAShiD1IY,,730.0,730.0,730.0,730.0,730.0,730.0,,1830.0,1830.0,1830.0,1830.0,2000.0,1700.0,ALDI,,,,,,,,,
"Rue des Casernes 55a, 1950 Sion, Switzerland",Rue des Casernes 55a,1950,Sion,Valais,Switzerland,46.22814359999999,7.379541999999999,4.1,993.0,ALDI SUISSE,ChIJlznk_ZrejkcRXGqiTLzk6jA,,730.0,730.0,730.0,730.0,730.0,730.0,,1830.0,1830.0,1830.0,1830.0,2000.0,1700.0,ALDI,,,,,,,,,
"Av. de la Gare 26, 1870 Monthey, Switzerland",Av. de la Gare 26,1870,Monthey,Valais,Switzerland,46.25368719999999,6.9509263,4.1,146.0,ALDI SUISSE Monthey,ChIJQ88qXlC9jkcRxyLk8BBuqus,,800.0,800.0,800.0,800.0,800.0,800.0,,1830.0,1830.0,1830.0,1830.0,2000.0,1700.0,ALDI,,,,,,,,,
"Kantonsstrasse 66a, 3930 Visp, Switzerland",Kantonsstrasse 66a,3930,Visp,Valais,Switzerland,46.2956325,7.916589499999999,4.1,482.0,ALDI SUISSE,ChIJ1clmwKRrj0cRNMkK-uKzxBk,,730.0,730.0,730.0,730.0,730.0,730.0,,1830.0,1830.0,1830.0,1830.0,2000.0,1700.0,ALDI,,,,,,,,,
"Z.A. Entre deux Fossaux 8, 1868 Collombey-Muraz, Switzerland",Z.A. Entre deux Fossaux 8,1868,Collombey-Muraz,Valais,Switzerland,46.2662468,6.956314799999999,4.0,626.0,ALDI SUISSE Collombey,ChIJNcB7n5TcjkcRF1v95eQ2UcM,,730.0,730.0,730.0,730.0,730.0,730.0,,1830.0,1830.0,1830.0,1830.0,2100.0,1700.0,ALDI,,,,,,,,,
"Rue Thèodore Stéphani 5, 3963 Crans-Montana, Switzerland",Rue Thèodore Stéphani 5,3963,Crans-Montana,Valais,Switzerland,46.3123031,7.480925499999998,4.2,295.0,ALDI SUISSE,ChIJj3ma1dvhjkcRfLi3wWamWaE,800.0,730.0,730.0,730.0,730.0,730.0,730.0,1900.0,1900.0,1900.0,1900.0,1900.0,1900.0,1900.0,ALDI,,,,,,,,,
"Av. du Général-Guisan 32, 1800 Vevey, Switzerland",Av. du Général-Guisan 32,1800,Vevey,Vaud,Switzerland,46.46506189999999,6.8391098,4.1,253.0,ALDI SUISSE Vevey,ChIJBUXjPwydjkcRJLGXWgP5A8I,,800.0,800.0,800.0,800.0,800.0,800.0,,1830.0,1830.0,1830.0,1830.0,2000.0,1700.0,ALDI,,,,,,,,,
"Glismattenstrasse 20, 3902 Brig-Glis, Switzerland",Glismattenstrasse 20,3902,Brig-Glis,Valais,Switzerland,46.3152279,7.983443299999999,4.1,440.0,ALDI,ChIJ2XwdUs1uj0cRsrX6bLyRxSI,,730.0,730.0,730.0,730.0,730.0,730.0,,1830.0,1830.0,1830.0,1830.0,2000.0,1700.0,ALDI,,,,,,,,,
"Les Malliez 1, 1845 Noville, Switzerland",Les Malliez 1,1845,Noville,Vaud,Switzerland,46.3850029,6.9200682,4.0,890.0,ALDI SUISSE Noville,ChIJ36F3gSeajkcRjam89yMmxzM,,730.0,730.0,730.0,730.0,730.0,730.0,,1930.0,1930.0,1930.0,1930.0,2100.0,1800.0,ALDI,,,,,,,,,
"Baumackerstrasse 35, 8050 Zürich, Switzerland",Baumackerstrasse 35,8050,Zürich,Zürich,Switzerland,47.40888,8.543623199999999,4.2,715.0,ALDI SUISSE,ChIJ4WVSVoYKkEcRmOW3387iN80,,730.0,730.0,730.0,730.0,730.0,730.0,,2000.0,2000.0,2000.0,2000.0,2000.0,2000.0,ALDI,,,,,,,,,
"Binzmühlestrasse 102, 8050 Zürich, Switzerland",Binzmühlestrasse 102,8050,Zürich,Zürich,Switzerland,47.4137869,8.5390221,4.2,665.0,ALDI SUISSE,ChIJfXZer48KkEcRZGXVjGdb63Q,,730.0,730.0,730.0,730.0,730.0,730.0,,2000.0,2000.0,2000.0,2000.0,2000.0,2000.0,ALDI,,,,,,,,,
"Zwirnereistrasse 7/9, 8304 Wallisellen, Switzerland",Zwirnereistrasse 7/9,8304,Wallisellen,Zürich,Switzerland,47.40461459999999,8.602686099999998,4.4,310.0,ALDI SUISSE AG,ChIJBQI_RmWhmkcR2FM7dz_JygM,,730.0,730.0,730.0,730.0,730.0,730.0,,2000.0,2000.0,2000.0,2000.0,2000.0,2000.0,ALDI,,,,,,,,,
"Hofwisenstrasse 42, 8153 Rümlang, Switzerland",Hofwisenstrasse 42,8153,Rümlang,Zürich,Switzerland,47.4504138,8.5381529,4.2,605.0,ALDI SUISSE,ChIJrY6f1jV1kEcRJapIYyr12dM,,730.0,730.0,730.0,730.0,730.0,730.0,,2000.0,2000.0,2000.0,2000.0,2000.0,2000.0,ALDI,,,,,,,,,
"Zollstrasse 58, 8005 Zürich, Switzerland",Zollstrasse 58,8005,Zürich,Zürich,Switzerland,47.3808365,8.533189299999998,4.3,1097.0,Aldi,ChIJDXAJGA4KkEcRwgtNwO0k-og,,730.0,730.0,730.0,730.0,730.0,730.0,,2100.0,2100.0,2100.0,2100.0,2100.0,2100.0,ALDI,,,,,,,,,
"Hohlstrasse 473, 8048 Zürich, Switzerland",Hohlstrasse 473,8048,Zürich,Zürich,Switzerland,47.38831870000001,8.4967741,4.2,795.0,ALDI SUISSE,ChIJk8Q16soLkEcR0EmqCVwiJzo,,730.0,730.0,730.0,730.0,730.0,730.0,,2100.0,2100.0,2100.0,2100.0,2100.0,2100.0,ALDI,,,,,,,,,
"Schärenmoosstrasse 77, 8052 Zürich, Switzerland",Schärenmoosstrasse 77,8052,Zürich,Zürich,Switzerland,47.4194852,8.556865,4.3,471.0,ALDI SUISSE - Zurich,ChIJo_8PBHagmkcRN3TJBmfo0yM,,730.0,730.0,730.0,730.0,730.0,730.0,,2000.0,2000.0,2000.0,2000.0,2000.0,2000.0,ALDI,,,,,,,,,
"Stadelhoferstrasse 10, 8001 Zürich, Switzerland",Stadelhoferstrasse 10,8001,Zürich,Zürich,Switzerland,47.366789,8.5480012,3.9,152.0,ALDI SUISSE,ChIJBYn0pI6hmkcRSTohGC3CLI0,700.0,600.0,600.0,600.0,600.0,600.0,600.0,2200.0,2200.0,2200.0,2200.0,2200.0,2200.0,2200.0,ALDI,,,,,,,,,
"Wagistrasse 20, 8952 Schlieren, Switzerland",Wagistrasse 20,8952,Schlieren,Zürich,Switzerland,47.3984406,8.459741800000002,4.1,307.0,ALDI SUISSE,ChIJd3yCx44LkEcRJUSpwV7AdxY,,900.0,900.0,900.0,900.0,900.0,900.0,,2000.0,2000.0,2000.0,2000.0,2000.0,1800.0,ALDI,,,,,,,,,
"Sihlstrasse 3, 8001 Zürich, Switzerland",Sihlstrasse 3,8001,Zürich,Zürich,Switzerland,47.37372690000001,8.537652500000002,4.4,270.0,ALDI SUISSE,ChIJARezx08LkEcRs5-eJWmmc6E,,800.0,800.0,800.0,800.0,800.0,800.0,,2100.0,2100.0,2100.0,2100.0,2100.0,2100.0,ALDI,,,,,,,,,
"Goldschlägipl. 3, 8952 Schlieren, Switzerland",Goldschlägipl. 3,8952,Schlieren,Zürich,Switzerland,47.4001171,8.441642400000001,4.2,358.0,ALDI SUISSE,ChIJr2dX33EMkEcRfmUG6OCMWzI,,730.0,730.0,730.0,730.0,730.0,730.0,,2000.0,2000.0,2000.0,2000.0,2000.0,2000.0,ALDI,,,,,,,,,
